pass	env	branch	fixture	blocks_poked	failed_pokes	init_time_s	total_poke_time_s	avg_per_block_ms	throughput_blocks_s	checkpoints	samples	gc_events	fault_bursts	peak_rss_mib	p95_rss_mib	peak_pma_rss_mib	peak_pma_size_mib	peak_nockstack_rss_mib	peak_anon_mib	peak_file_mib	minor_faults_delta	major_faults_delta	wall_clock	max_rss_kb	exit_status	profile_path	bench_log	time_log	perf_samples	perf_unique_stacks	perf_summary_json	perf_flamegraph_svg	perf_report_txt	perf_folded	perf_data	tracy_trace	tracy_capture_log	tracy_size_bytes	tracy_frames	tracy_time_span_s	tracy_zones
1	docker	master	v0d	100	0	2.76	4.14	41.44	24.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0:07.30	27484	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/time.txt	1699	712	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v0d/trace-capture.log	0	0	0	0
1	docker	master	v1d	100	0	2.55	4.10	41.03	24.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0:06.95	26652	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/time.txt	1522	601	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v1d/trace-capture.log	0	0	0	0
1	docker	master	v2d	100	0	2.51	4.00	39.97	25.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0:06.82	28404	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/time.txt	1524	635	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/v2d/trace-capture.log	0	0	0	0
1	docker	master	h51000d	101	0	2.51	4.23	41.87	23.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0:07.05	28576	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/time.txt	1599	678	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/master/h51000d/trace-capture.log	0	0	0	0
1	docker	bump PMA	v0d	100	0	3.11	10.05	100.45	9.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0:13.43	26768	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/time.txt	2950	630	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v0d/trace-capture.log	0	0	0	0
1	docker	bump PMA	v1d	100	0	3.09	10.30	102.95	9.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0:13.66	27212	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/time.txt	3004	631	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v1d/trace-capture.log	0	0	0	0
1	docker	bump PMA	v2d	100	0	3.06	10.03	100.26	9.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0:13.36	27988	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/time.txt	2947	623	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/v2d/trace-capture.log	0	0	0	0
1	docker	bump PMA	h51000d	101	0	3.02	10.06	99.63	10.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0:13.35	27936	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/time.txt	2930	647	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/streaming/h51000d/trace-capture.log	0	0	0	0
1	docker	btree	v0d	100	0	3.07	10.19	101.90	9.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0:13.56	27868	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/time.txt	3041	644	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v0d/trace-capture.log	0	0	0	0
1	docker	btree	v1d	100	0	3.26	10.22	102.22	9.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0:13.74	27140	0	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/time.txt	3105	699	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260219_180712-sol-8fixtures-docker-derived-tracearg-v0sym/runs/pass1/docker/btree/v1d/trace-capture.log	0	0	0	0
