pass	env	branch	fixture	blocks_poked	failed_pokes	init_time_s	total_poke_time_s	avg_per_block_ms	throughput_blocks_s	checkpoints	samples	gc_events	fault_bursts	peak_rss_mib	p95_rss_mib	peak_pma_rss_mib	peak_pma_size_mib	peak_nockstack_rss_mib	peak_anon_mib	peak_file_mib	minor_faults_delta	major_faults_delta	wall_clock	max_rss_kb	exit_status	profile_path	bench_log	time_log	perf_samples	perf_unique_stacks	perf_summary_json	perf_flamegraph_svg	perf_report_txt	perf_folded	perf_data
1	docker	master	v1	100	0	2.41	4.13	41.30	24.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0:06.87	30232	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v1/perf.data
1	docker	master	v2	100	0	2.36	4.30	42.98	23.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0:06.98	30328	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/master/v2/perf.data
1	docker	bump PMA	v0	100	0	3.03	1.32	13.20	75.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0:04.75	29772	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v0/perf.data
1	docker	bump PMA	v1	100	0	3.02	1.36	13.56	73.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0:04.79	29344	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v1/perf.data
1	docker	bump PMA	v2	100	0	3.12	1.36	13.57	73.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0:04.89	30328	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/streaming/v2/perf.data
1	docker	btree	v0	100	0	3.05	1.42	14.17	70.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0:04.95	29336	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v0/perf.data
1	docker	btree	v1	100	0	3.12	1.43	14.27	70.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0:05.10	30104	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v1/perf.data
1	docker	btree	v2	100	0	3.03	1.46	14.64	68.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0:04.98	29060	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass1/docker/btree/v2/perf.data
2	native	master	v0	100	0	3.21	3.92	39.24	25.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0:07.34	1126564	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/time.txt	1787	255	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v0/perf.data
2	native	master	v1	100	0	3.34	3.83	38.31	26.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0:07.36	1128156	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/time.txt	1729	231	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v1/perf.data
2	native	master	v2	100	0	2.99	3.91	39.13	25.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0:07.08	1127992	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/time.txt	1707	244	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/master/v2/perf.data
2	native	bump PMA	v0	100	0	3.28	1.31	13.10	76.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0:04.79	1192336	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/time.txt	1257	243	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260217_175042-sol-100x2-tracy-perf/runs/pass2/native/streaming/v0/perf.data
