pass	env	branch	fixture	blocks_poked	failed_pokes	init_time_s	total_poke_time_s	avg_per_block_ms	throughput_blocks_s	checkpoints	samples	gc_events	fault_bursts	peak_rss_mib	p95_rss_mib	peak_pma_rss_mib	peak_pma_size_mib	peak_nockstack_rss_mib	peak_anon_mib	peak_file_mib	minor_faults_delta	major_faults_delta	wall_clock	max_rss_kb	exit_status	profile_path	bench_log	time_log	perf_samples	perf_unique_stacks	perf_summary_json	perf_flamegraph_svg	perf_report_txt	perf_folded	perf_data	tracy_trace	tracy_capture_log	tracy_size_bytes	tracy_frames	tracy_time_span_s	tracy_zones
1	docker	master	v0	100	0	2.4367243800000002	4.369876125	43.698761250000004	22.883943878386255	0	11	0	0	1063.8046875	1063.8046875	0	0	928	1056.5625	7.2421875	22085	0	0:07.08	30108	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v0/trace-capture.log	0	0	0	0
1	docker	master	v1	100	0	2.417045468	4.6821845060000005	46.82184506000001	21.35755220065648	0	12	0	0	1063.47265625	1063.47265625	0	0	928.04296875	1056.62890625	6.84375	21582	0	0:07.39	30408	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v1/trace-capture.log	0	0	0	0
1	docker	master	v2	100	0	2.4112381210000002	4.414199935	44.14199935	22.654161903067493	0	11	0	0	1063.6171875	1063.6171875	0	0	928	1056.5859375	7.03125	22096	0	0:07.07	29656	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/master/v2/trace-capture.log	0	0	0	0
1	docker	bump PMA	v0	100	0	3.063241593	1.880810656	18.80810656	53.1685630773032	0	6	0	1	1170.3125	1170.3125	86.51171875	16384.00390625	928	1076.22265625	94.08984375	48121	2	0:05.29	30964	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v0/trace-capture.log	0	0	0	0
1	docker	bump PMA	v1	100	0	2.998526393	1.874859479	18.74859479	53.337330674689994	0	6	0	1	1171.1953125	1171.1953125	86.51171875	16384.00390625	928	1077.14453125	94.05078125	46298	2	0:05.26	31376	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v1/trace-capture.log	0	0	0	0
1	docker	bump PMA	v2	100	0	3.08250331	1.8890694209999999	18.89069421	52.93611705760601	0	6	0	1	1169.82421875	1169.82421875	86.51171875	16384.00390625	928	1075.89453125	93.9296875	47319	2	0:05.32	29844	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/streaming/v2/trace-capture.log	0	0	0	0
1	docker	btree	v0	100	0	2.882180689	10.104895106	101.04895106000001	9.896193770544222	0	22	0	0	1083.7734375	1083.7734375	0	0	928.04296875	1075.875	7.8984375	25672	0	0:13.31	29944	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v0/trace-capture.log	0	0	0	0
1	docker	btree	v1	100	0	2.917861331	10.567608124	105.67608124	9.462879284186448	0	22	0	0	1084.4609375	1084.4609375	0	0	928.04296875	1076.7421875	7.71875	26198	0	0:13.76	30676	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v1/trace-capture.log	0	0	0	0
1	docker	btree	v2	100	0	2.911953455	10.314992343	103.14992343	9.6946266826715	0	22	0	0	1084.0	1084.0	0	0	928.04296875	1076.21875	7.78125	25476	0	0:13.49	30164	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/time.txt	0	0	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/perf-summary.json	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/perf-flamegraph.svg	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/perf-report.txt	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/perf.folded	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/perf.data	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/trace.tracy	/shared/nockchain-ext4-bench/artifacts/runs/20260303_132616-sol-ext4-derived-trace-sampling-8g/runs/pass1/docker/btree/v2/trace-capture.log	0	0	0	0
