pass	env	branch	fixture	blocks_poked	failed_pokes	init_time_s	total_poke_time_s	avg_per_block_ms	throughput_blocks_s	checkpoints	samples	gc_events	fault_bursts	peak_rss_mib	p95_rss_mib	peak_pma_rss_mib	peak_pma_size_mib	peak_nockstack_rss_mib	peak_anon_mib	peak_file_mib	minor_faults_delta	major_faults_delta	wall_clock	max_rss_kb	exit_status	profile_path	bench_log	time_log
1	docker	master	v1	100	0	2.328374012	3.950390234	39.50390234	25.313954844087437	0	10	0	0	1063.75390625	1063.75390625	0	0	928.01953125	1056.60546875	7.1484375	21069	0	0:06.61	29924	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/master/v1/time.txt
1	docker	master	v2	100	0	2.273222283	4.151768327	41.51768327	24.086122375777737	0	10	0	0	1063.609375	1063.609375	0	0	928.01953125	1056.5546875	7.0546875	21578	0	0:06.77	30704	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/master/v2/time.txt
1	docker	bump PMA	v0	100	0	3.003338404	1.32312815	13.231281500000001	75.57846909991295	0	5	0	1	1170.46484375	1170.46484375	86.51171875	16384.00390625	928	1076.20703125	94.2578125	48627	2	0:04.75	30360	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v0/time.txt
1	docker	bump PMA	v1	100	0	2.896061704	1.329277263	13.29277263	75.22885013041858	0	5	0	1	1170.08984375	1170.08984375	86.51171875	16384.00390625	928	1075.92578125	94.1640625	47316	2	0:04.67	28940	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v1/time.txt
1	docker	bump PMA	v2	100	0	2.8893280199999998	1.341576436	13.41576436	74.53917444924473	0	5	0	1	1170.2578125	1170.2578125	86.51171875	16384.00390625	928	1076.1796875	94.078125	48635	2	0:04.62	29564	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/streaming/v2/time.txt
1	docker	btree	v0	100	0	3.033431506	1.38247638	13.8247638	72.33396638574035	0	5	0	1	1299.2890625	1299.2890625	150.8671875	16448.00390625	928	1141.03515625	158.25390625	63811	2	0:04.88	29472	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v0/time.txt
1	docker	btree	v1	100	0	2.96675168	1.381143219	13.811432189999998	72.40378740186249	0	5	0	1	1298.4609375	1298.4609375	150.86328125	16448.00390625	928	1139.92578125	158.53515625	63314	2	0:04.85	30568	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v1/time.txt
1	docker	btree	v2	100	0	2.935854617	1.39517312	13.9517312	71.67569283444911	0	5	0	1	1298.1328125	1298.1328125	150.86328125	16448.00390625	928	1139.90234375	158.23046875	63828	2	0:04.90	29336	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass1/docker/btree/v2/time.txt
2	native	master	v0	100	0	125.001013574	3.9345276609999997	39.34527661	25.41601142907812	0	10	0	1	1786.8203125	1786.8203125	0	0	927.75	1779.39453125	7.42578125	5463193	0	2:09.18	13657116	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v0/time.txt
2	native	master	v1	100	0	125.153563647	3.93034484	39.3034484	25.44306010563694	0	10	0	1	1857.5546875	1857.5546875	0	0	927.7734375	1850.09375	7.4609375	5463200	0	2:09.33	13657872	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v1/time.txt
2	native	master	v2	100	0	125.075905418	3.91281095	39.1281095	25.557074256296488	0	10	1	1	1856.9453125	1856.9453125	0	0	927.7734375	1850.046875	7.2734375	5463200	0	2:09.24	13656984	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/master/v2/time.txt
2	native	bump PMA	v0	100	0	3.021725279	1.309303632	13.09303632	76.37647796580771	0	5	0	1	1167.86328125	1167.86328125	86.51171875	16384.00390625	927.74609375	1073.5546875	94.30859375	312094	2	0:04.53	1194268	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v0/time.txt
2	native	bump PMA	v1	100	0	3.221316948	1.31698302	13.1698302	75.93112324257606	0	5	0	1	1167.7890625	1167.7890625	86.51171875	16384.00390625	927.76953125	1073.66796875	94.12109375	312116	2	0:04.74	1194004	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v1/time.txt
2	native	bump PMA	v2	100	0	3.059424094	1.312815635	13.12815635	76.17215801973596	0	5	0	1	1167.6015625	1167.6015625	86.51171875	16384.00390625	927.76953125	1073.57421875	94.02734375	312116	2	0:04.56	1193108	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/streaming/v2/time.txt
2	native	btree	v0	100	0	3.251908648	1.408887536	14.08887536	70.97798613785167	0	5	0	1	1296.2109375	1296.2109375	150.8671875	16448.00390625	927.74609375	1137.56640625	158.64453125	344957	2	0:04.88	1324976	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v0/time.txt
2	native	btree	v1	100	0	3.163532758	1.396632334	13.966323339999999	71.60080542714974	0	5	0	1	1296.25390625	1296.25390625	150.86328125	16448.00390625	927.76953125	1137.67578125	158.578125	344977	2	0:04.79	1325868	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v1/time.txt
2	native	btree	v2	100	0	3.103017801	1.406829963	14.068299630000002	71.08179568961882	0	5	0	1	1296.1640625	1296.1640625	150.86328125	16448.00390625	927.76953125	1137.5859375	158.578125	344977	2	0:04.73	1325000	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/native/btree/v2/time.txt
2	docker	master	v0	100	0	2.272739894	4.082268998	40.82268998	24.49618093491447	0	10	0	0	1063.70703125	1063.70703125	0	0	928.01953125	1056.54296875	7.1640625	21564	0	0:06.67	31380	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v0/time.txt
2	docker	master	v1	100	0	2.271437018	3.822654285	38.22654285	26.159833598449513	0	10	0	0	1063.73828125	1063.73828125	0	0	928	1056.609375	7.12890625	21581	0	0:06.43	30668	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v1/time.txt
2	docker	master	v2	100	0	2.284173323	3.82301234	38.230123400000004	26.15738352547405	0	10	0	0	1063.69921875	1063.69921875	0	0	928	1056.5625	7.13671875	22604	0	0:06.43	31028	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/master/v2/time.txt
2	docker	bump PMA	v0	100	0	2.860325336	1.346146972	13.46146972	74.28609362871262	0	5	0	1	1170.09375	1170.09375	86.51171875	16384.00390625	928	1076.203125	93.890625	47604	2	0:04.64	29568	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v0/time.txt
2	docker	bump PMA	v1	100	0	2.865201444	1.328629747	13.28629747	75.2655133800794	0	5	0	1	1170.47265625	1170.47265625	86.51171875	16384.00390625	928	1076.30859375	94.1640625	47623	2	0:04.61	29716	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v1/time.txt
2	docker	bump PMA	v2	100	0	2.887982046	1.350849485	13.508494849999998	74.02749241156205	0	5	0	1	1170.02734375	1170.02734375	86.51171875	16384.00390625	928	1075.87890625	94.1484375	46808	2	0:04.66	29944	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/streaming/v2/time.txt
2	docker	btree	v0	100	0	2.9673726990000002	1.391853809	13.918538090000002	71.84662595552805	0	5	0	1	1298.23046875	1298.23046875	150.8671875	16448.00390625	928	1139.87890625	158.3515625	64836	2	0:04.82	30232	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v0/time.txt
2	docker	btree	v1	100	0	2.93401551	1.4362561249999999	14.362561249999999	69.62546460854955	0	5	0	1	1298.5703125	1298.5703125	150.86328125	16448.00390625	928	1140.31640625	158.25390625	65664	2	0:04.95	30228	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v1/time.txt
2	docker	btree	v2	100	0	2.951291291	1.439792229	14.39792229	69.4544657109689	0	5	0	1	1298.3359375	1298.3359375	150.86328125	16448.00390625	928	1139.8828125	158.453125	63313	2	0:04.86	29248	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_135129-sol-100x2/runs/pass2/docker/btree/v2/time.txt
