pass	env	branch	fixture	blocks_poked	failed_pokes	init_time_s	total_poke_time_s	avg_per_block_ms	throughput_blocks_s	checkpoints	samples	gc_events	fault_bursts	peak_rss_mib	p95_rss_mib	peak_pma_rss_mib	peak_pma_size_mib	peak_nockstack_rss_mib	peak_anon_mib	peak_file_mib	minor_faults_delta	major_faults_delta	wall_clock	max_rss_kb	exit_status	profile_path	bench_log	time_log
1	docker	master	v1	100	0	2.392615772	4.039323874	40.393238739999994	24.756618463716684	0	10	0	0	1063.890625	1063.890625	0	0	928	1056.6015625	7.2890625	22092	0	0:06.76	30560	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/master/v1/time.txt
1	docker	master	v2	100	0	2.323179239	4.117354413	41.17354413	24.287440421515154	0	10	0	0	1063.640625	1063.640625	0	0	928.01953125	1056.5625	7.078125	21580	0	0:06.77	30600	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/master/v2/time.txt
1	docker	bump PMA	v0	100	0	2.937720091	1.342403064	13.42403064	74.49327454753187	0	5	0	1	1171.2890625	1171.2890625	86.51171875	16384.00390625	928	1077.02734375	94.26171875	46790	2	0:04.71	30640	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v0/time.txt
1	docker	bump PMA	v1	100	0	2.912962476	1.339023696	13.39023696	74.68127733566263	0	5	0	1	1169.9453125	1169.9453125	86.51171875	16384.00390625	928	1075.9375	94.0078125	46808	2	0:04.65	29976	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v1/time.txt
1	docker	bump PMA	v2	100	0	2.976032444	1.33400896	13.3400896	74.96201524763372	0	5	0	1	1170.09375	1170.09375	86.51171875	16384.00390625	928	1075.87890625	94.21484375	48340	2	0:04.78	30336	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/streaming/v2/time.txt
1	docker	btree	v0	100	0	2.961807978	1.390389473	13.90389473	71.92229367519097	0	5	0	1	1298.328125	1298.328125	150.8671875	16448.00390625	928	1139.859375	158.46875	64321	2	0:04.84	30676	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v0/time.txt
1	docker	btree	v1	100	0	2.967788586	1.39428981	13.9428981	71.72110079467625	0	5	0	1	1299.515625	1299.515625	150.86328125	16448.00390625	928	1141.125	158.390625	64849	2	0:04.85	29980	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v1/time.txt
1	docker	btree	v2	100	0	3.078216491	1.475173995	14.751739950000001	67.78861364079293	0	5	0	1	1297.953125	1297.953125	150.86328125	16448.00390625	928	1139.8828125	158.0703125	64333	2	0:05.13	30528	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass1/docker/btree/v2/time.txt
2	native	master	v0	100	0	2.592526361	4.19786536	41.9786536	23.821631096810595	0	11	0	1	1063.6953125	1063.6953125	0	0	927.75	1056.296875	7.3984375	286870	0	0:06.94	1086932	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v0/time.txt
2	native	master	v1	100	0	2.716221752	4.277553863	42.77553863	23.377847059970502	0	11	0	1	1063.79296875	1063.79296875	0	0	927.79296875	1056.39453125	7.3984375	286893	0	0:07.16	1086912	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v1/time.txt
2	native	master	v2	100	0	2.594649235	4.398589725	43.985897249999994	22.73455954112656	0	11	0	1	1063.68359375	1063.68359375	0	0	927.79296875	1056.34765625	7.3359375	286892	0	0:07.17	1086316	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/master/v2/time.txt
2	native	bump PMA	v0	100	0	3.351009691	1.317110204	13.171102040000001	75.92379111201541	0	5	0	1	1167.6171875	1167.6171875	86.51171875	16384.00390625	927.74609375	1073.55859375	94.05859375	312091	2	0:04.86	1193468	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v0/time.txt
2	native	bump PMA	v1	100	0	3.229637826	1.348328797	13.483287970000001	74.16588611212462	0	5	0	1	1168.0390625	1168.0390625	86.51171875	16384.00390625	927.76953125	1073.66796875	94.37109375	312115	2	0:04.78	1192500	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v1/time.txt
2	native	bump PMA	v2	100	0	3.165797265	1.318846022	13.18846022	75.82386293158945	0	5	0	1	1167.8828125	1167.8828125	86.51171875	16384.00390625	927.76953125	1073.57421875	94.30859375	312117	2	0:04.67	1192132	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/streaming/v2/time.txt
2	native	btree	v0	100	0	3.399297946	1.433757845	14.337578449999999	69.74678489030343	0	5	0	1	1295.95703125	1295.95703125	150.8671875	16448.00390625	927.74609375	1137.5625	158.39453125	344953	2	0:05.05	1323628	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v0/time.txt
2	native	btree	v1	100	0	3.248417185	1.416422229	14.164222289999998	70.60041698907848	0	5	0	1	1296.31640625	1296.31640625	150.86328125	16448.00390625	927.76953125	1137.67578125	158.640625	344977	2	0:04.90	1325608	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v1/time.txt
2	native	btree	v2	100	0	3.33843392	1.401811443	14.018114429999999	71.33627029466331	0	5	0	1	1296.22265625	1296.22265625	150.86328125	16448.00390625	927.76953125	1137.58203125	158.640625	344978	2	0:04.96	1325104	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/native/btree/v2/time.txt
2	docker	master	v0	100	0	2.399167464	4.304323597	43.04323597	23.2324540073375	0	11	0	0	1063.4765625	1063.4765625	0	0	928.01953125	1056.53515625	6.94140625	20542	0	0:07.04	30828	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v0/time.txt
2	docker	master	v1	100	0	2.34035664	4.257420494	42.57420494	23.48840104963332	0	11	0	0	1063.8125	1063.8125	0	0	928.01953125	1056.61328125	7.19921875	21070	0	0:06.93	30160	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v1/time.txt
2	docker	master	v2	100	0	2.320944028	4.245629189	42.456291889999996	23.55363493804169	0	11	0	0	1063.54296875	1063.54296875	0	0	928.01953125	1056.5546875	6.98828125	21579	0	0:06.89	30412	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/master/v2/time.txt
2	docker	bump PMA	v0	100	0	2.906865974	1.346652895	13.46652895	74.25818514280178	0	5	0	1	1169.80078125	1169.80078125	86.51171875	16384.00390625	928	1075.8515625	93.94921875	47815	2	0:04.67	31312	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v0/time.txt
2	docker	bump PMA	v1	100	0	3.012403185	1.338330503	13.383305029999999	74.71995876641842	0	5	0	1	1169.92578125	1169.92578125	86.51171875	16384.00390625	928	1075.92578125	94	47318	2	0:04.75	30400	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v1/time.txt
2	docker	bump PMA	v2	100	0	2.871635429	1.330436416	13.30436416	75.16330641388578	0	5	0	1	1169.7890625	1169.7890625	86.51171875	16384.00390625	928	1075.8828125	93.90625	47831	2	0:04.60	29660	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/streaming/v2/time.txt
2	docker	btree	v0	100	0	3.078338834	1.424846332	14.248463319999999	70.18300693495416	0	5	0	1	1298.25390625	1298.25390625	150.8671875	16448.00390625	928	1139.859375	158.39453125	63299	2	0:04.97	30032	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v0/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v0/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v0/time.txt
2	docker	btree	v1	100	0	3.065217184	1.4419690090000001	14.419690090000001	69.34961804023071	0	5	0	1	1298.640625	1298.640625	150.86328125	16448.00390625	928	1140.33203125	158.30859375	65152	2	0:05.08	29324	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v1/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v1/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v1/time.txt
2	docker	btree	v2	100	0	3.086575822	1.455980219	14.559802190000001	68.68225178820235	0	5	0	1	1298.03125	1298.03125	150.86328125	16448.00390625	928	1139.890625	158.140625	64336	2	0:05.03	29348	0	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v2/profile.json	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v2/bench.log	/shared/nockchain-ext4-bench/artifacts/runs/20260217_161000-sol-100x2/runs/pass2/docker/btree/v2/time.txt
